true_monomer1,true_monomer2,pred_monomer1,pred_monomer2,tanimoto_avg,complexity_ratio
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCCC,0.06451612903225806,0.125
C=C(C)C(=O)OC,C=Cc1cccc(C=C)c1,C,CCCCCCCC,0.0,0.45714285714285713
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C,CCCCCCCC,0.038461538461538464,0.3076923076923077
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C,CCCCCCC,0.037037037037037035,0.08860759493670886
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCCC,0.05172413793103448,0.09411764705882353
C=CC(=O)OC(C)(C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C,CCCCC,0.06666666666666667,0.15625
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CC,CCCCCCCC,0.046536796536796536,0.1592920353982301
O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCC,0.05172413793103448,0.125
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C,CCCCCCCC,0.015625,0.11347517730496454
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C,CCCCCCCC,0.038461538461538464,0.08080808080808081
C=Cc1ccccc1,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C,CCCCCCCCC,0.037037037037037035,0.18947368421052632
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCCCCC,0.06451612903225806,0.15873015873015872
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C,CCCCCCC,0.038461538461538464,0.1320754716981132
C=CCOCC(CO)(COCC=C)COCC=C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCCCCCCCC,0.06451612903225806,0.3170731707317073
C=CC(=O)OCCCC,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,C,CCCCCCCC,0.01282051282051282,0.18823529411764706
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C,CCCCCCCC,0.125,0.11428571428571428
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CC,CCCCCCC,0.025978407557354925,0.10884353741496598
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C,CCCCCCC,0.06451612903225806,0.16279069767441862
O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCC,CCCCCCCCCCCCCC,0.0367063492063492,0.14883720930232558
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C,CCCCCCCCCCCC,0.022727272727272728,0.75
C=CC(=O)OC(C)(C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CC,CCCCCCCCCCC,0.039136302294197026,0.2823529411764706
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CCC,CCCCCCCCCCCCCCCC,0.039136302294197026,0.33962264150943394
C=Cc1ccccc1,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC,CCCCCCCCCCCCCCCC,0.037037037037037035,0.35789473684210527
O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CC,CCCCCCCCCCCC,0.05,0.10743801652892562
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCCC,CCCCCCCCCCCCCCCCCCCC,0.039968652037617555,0.46
c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CCc1cc(C)c(N)c(CC)c1N,CCC,CCCCCCCCCCCC,0.0734126984126984,0.32941176470588235
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCOCC(CO)(COCC=C)COCC=C,CCCC,CCCCCCCCCCCCCCCC,0.061996779388083734,0.296875
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,CCCC,CCCCCCCCCCCCCCCC,0.059482758620689656,0.2923076923076923
C=CC(=O)OCCCC,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCC,CCCCCCCCCCCCCC,0.08794466403162055,0.5818181818181818
CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CC,CCCCCCCCCCCCCCCCCC,0.06118881118881119,0.3275862068965517
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CCC,CCCCCCCCCCCCCCCCCC,0.05745341614906832,0.5797101449275363
c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,CC,CCCCCCCCCCCCCC,0.02857142857142857,0.234375
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CCCC,CCCCCCCCCCCCCCCCCC,0.05629877369007803,0.20095693779904306
O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCCC,CCCCCCCCCCCCCCCC,0.07083333333333333,0.2923076923076923
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCC,CCCCCCCCCCCCCCCCCC,0.09717868338557994,0.3448275862068966
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCOCCOCCN,CCCC,CCCCCCCCCCCCCC,0.06003584229390681,0.425
C=Cc1ccccc1,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC,CCCCCCCCCCCCC,0.034482758620689655,0.43478260869565216
C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCCC,CCCCCCCCCCCCCCCCCCC,0.05929487179487179,0.5945945945945946
c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CCC,CCCCCCCCCCCCCCCC,0.011904761904761904,0.2553191489361702
C=Cc1cccc(C=C)c1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCCC,CCCCCCCCCCCCCCC,0.022727272727272728,0.6
C=COC(=O)CCCCCC(C)(C)C,C=Cc1cccc(C=C)c1,CCCC,CCCCCCCCCCCCCCCCC,0.03333333333333333,0.8163265306122449
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,CCCC,CCCCCCCCCCCCCCCCCC,0.07796101949025487,0.21875
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CCCC,CCCCCCCCCCCCCCCCCCCC,0.05629877369007803,0.22009569377990432
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCCC,CCCCCCCCCCCCCCCC,0.06477732793522267,0.7307692307692307
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCC,CCCCCCCCCCCCCCCCC,0.0721323011963406,0.24836601307189543
CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCCC,CCCCCCCCCCCCCCCC,0.06439393939393939,0.33043478260869563
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCCC,CCCCCCCCCCCCC,0.07672413793103448,0.25396825396825395
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN,CCCC,CCCCCCCCCCCCCC,0.09475806451612903,0.4594594594594595
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCC,CCCCCCCCCCCCCCC,0.04313543599257885,0.2361111111111111
C=CC(=O)OC(C)(C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCC,CCCCCCCCCCCCCCCCCC,0.03943452380952381,0.5063291139240507
C=CC(=O)OCCCC,C=COC(=O)CCCCCC(C)(C)C,CCCC,CCCCCCCCCCCCCC,0.1514726507713885,0.7727272727272727
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCC,CCCCCCCCCCCCC,0.09172413793103448,0.17647058823529413
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC,CCCCCCCCCCCCCCCCCCCCC,0.07993730407523511,0.23958333333333334
C=CCOCC(CO)(COCC=C)COCC=C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCCCCC,CCCCCCCCCCCCCCCCC,0.035103785103785104,0.23783783783783785
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCC,CCCCCCCCCCCCCCCCCCC,0.051587301587301584,0.23204419889502761
C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCC,CCCCCCCCCCCCC,0.09172413793103448,0.30612244897959184
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCC,CCCCCCCCCCCCCC,0.06331168831168832,0.23880597014925373
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,CCC,CCCCCCCCCCCCCCCCC,0.0787878787878788,0.296875
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,CCCC,CCCCCCCCCCCCC,0.10547504025764895,0.6153846153846154
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,CCCC,CCCCCCCCCCCC,0.03282051282051282,0.1724137931034483
CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCCC,CCCCCCCCCCCCCCCCCCCC,0.05952380952380952,0.323943661971831
c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,CCC,CCCCCCCCCCCC,0.05735930735930736,0.15819209039548024
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,CCC,CCCCCCCCCCCCCCCCC,0.06190476190476191,0.2878787878787879
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,CCC,CCCCCCCCCCCCCC,0.10997067448680352,0.1702127659574468
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCCC,CCCCCCCCCCCCCCCCC,0.06133540372670807,0.1941747572815534
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCOCC(CO)(COCC=C)COCC=C,CCCC,CCCCCCCCCCCCCCC,0.02832244008714597,0.288
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,CCC,CCCCCCCCCCCCCCCCCCCCCC,0.0787878787878788,0.375
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=CCOCC(CO)(COCC=C)COCC=C,CCC,CCCCCCCCCCCCCCCCCCC,0.038926681783824635,0.2978723404255319
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CCCC,CCCCCCCCCCCCC,0.038980509745127435,0.32
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCCCC,CCCCCCCCCCCCC,0.03216123499142367,0.265625
C=Cc1cccc(C=C)c1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,CCCC,CCCCCCCCCCCCCCC,0.022727272727272728,0.6
c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,C,CCCCCCCCCCC,0.038461538461538464,0.0944206008583691
C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC,CCCCCCCCCCCCCCCCC,0.03489702517162471,0.3076923076923077
C=Cc1cccc(C=C)c1,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCCCC,CCCCCCCCCCCCCC,0.05172413793103448,0.5217391304347826
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CCCCCCCCC(=O)O,CCCC,CCCCCCCCCCCCCC,0.1204933586337761,0.38636363636363635
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CCCC,CCCCCCCCCCCCCCCCC,0.03154305200341006,0.3125
Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,Nc2ccc(Cc1ccc(N)cc1)cc2,CCCC,CCCCCCCCCCCCC,0.05322128851540616,0.2909090909090909
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CCCC,CCCCCCCCCCCCCCC,0.16346153846153846,0.2571428571428571
C=CC(=O)OCCCC,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,CCCCCC,C(CCCCCCCCC),0.18215892053973012,0.46875
