true_monomer1,true_monomer2,pred_monomer1,pred_monomer2,tanimoto_avg,complexity_ratio
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)OCCO,C=C(C)C(=O)COCC,0.4807692307692308,1.0625
C=CC(=O)OC(C)(C)C,C=CCOC(CC)(CO)CO,C=CC(=O)OCC(C)(C)OCC,C=CCOC(C)(CO)COC,0.44405241935483875,1.1578947368421053
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(CCOCCOCCOCCO)O,0.43492063492063493,1.5142857142857142
C=CCOC(CC)(CO)CO,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(CCCOCO)COCCOCCOCCOCCO,C=COCC(OCCO)(COCC=C)COCC=C,0.32928388746803067,1.5357142857142858
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)CCOCCOCCOCCO,C=CC(CC)(COCCOCCOC)OCC=C,0.28035714285714286,1.2692307692307692
C=C(C)C(=O)OC,C=COC(=O)CCCCCC(C)(C)C,C=C(C)C(=O)OCCO,C=CCOC(=O)OCC(OCCC)C,0.3333333333333333,1.1
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)CCOCCOCCOCCO,C=CCOCC(OCCOCCOCCOCCOCCOCOCC=C)COCC=C,0.28174603174603174,1.8076923076923077
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)O,0.49047619047619045,1.2
C=COC(=O)CCCCCC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCC(C)(C)C,C=CCOCC(OCCO)(COCCCCOCCOCCOCCOC)COCC=C,0.35855263157894735,1.3870967741935485
C=C(C)C(=O)OC,C=CCOCC(CO)(COCC=C)COCC=C,C=C(C)C(=O)OCCO,C=CCOCC(OCCO)(COCC=C)COCC=C,0.4877873563218391,1.1666666666666667
C=CCOC(CC)(CO)CO,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(CC)(CO)COCOCCOCCOCCOCCO,CCCC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.4689221085759244,1.2083333333333333
C=C(C)C(=O)OC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(O)C(C)O,0.4872311827956989,1.0444444444444445
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,2.3125
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC,C=C(C)C(=C)OCCCOC(=O)COC(=C)C,C=C(C)C(=O)OCC,0.4473684210526316,1.0909090909090908
C=C(C)C(=O)OC,C=COC(=O)CCCCCC(C)(C)C,C=C(C)C(=O)OCC,C=CCOC(=O)OCC(OCC)(C)C,0.38636363636363635,1.05
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC=C(C)C(=O)OCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.45775462962962965,1.048780487804878
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCCO,C=CCOCC(OCCOCCOCCOCCOCCOCOCC=C)COCC=C,0.28594771241830064,1.5769230769230769
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)OCCO,C=C(C)C(=O)COCC,0.4807692307692308,1.0625
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCO,C=C(C)C(=O)CCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,0.47719298245614034,1.1818181818181819
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=COC(=O)CCCCCC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCC(C)(C)C,C=CCOCC(OCCO)(COCCCC)COCC=C,0.3737553342816501,1.032258064516129
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=COC(=O)CCCCCC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCC(C)(C)C,C=COCCC(COC)(COCCCCOCCOCCOCCOC)COCC=C,0.3539794608472401,1.3548387096774193
C=Cc1ccccc1,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC,C=CCOCC(OCCOCCOCCOCCOCCOCOCC=C)COCC=C,0.2013888888888889,1.3584905660377358
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)CCOCCOCCOCCO,C=CCOCC(OCCO)(COCC=C)COCC=C,0.4014778325123153,1.3461538461538463
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=CCOCCOCCOCCO)C(C)C,0.4981684981684982,1.2083333333333333
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=CCOC(CC)(CO)CO,CC(C)(CO)CO,C=CCOC(C)(CO)CO,CCC(C)(OCCO)COCC,0.38492063492063494,1.2352941176470589
C=C(C)C(=O)OCCCC,C=CC(=O)OCCCC,C=C(C)C(=O)OCCO,C=CC(=O)CCOCCOCCOCCO,0.45054945054945056,1.3333333333333333
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCO,C=C(C)C(=O)COCC,0.43974358974358974,1.8125
C=CC(=O)OCCCC,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)CCOCCOCCOCCO,C=CCOCC(COCCOCCOCCOCCOCOCC=C)COCC=C,0.2899159663865546,1.7307692307692308
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,C=C(C)C(=O)CCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.4876847290640394,1.0886075949367089
C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.4876847290640394,1.0886075949367089
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.45320197044334976,1.186046511627907
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)COCC,0.3302197802197802,1.5625
C=C(C)C(=O)OCCCC,C=CC(=O)OCCCC,C=C(C)C(=O)CCOCCOCCOCCO,C=CC(=O)OCC,0.45714285714285713,1.2777777777777777
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,C=C(C)C(=O)CCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,1.0869565217391304
C=CC(=O)OC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)OCC(C)(C)C,C=CC(OCCO)(COCC=C)COCCOC,0.4473684210526316,1.0384615384615385
C=COC(=O)CCCCCC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCC(C)(C)C,C=COCCC(COCC)(COCCCCOCCOCCOCCOC)COCC=C,0.34547123623011017,1.3870967741935485
C=COC(=O)CCCCCC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CCOC(=O)OCC(C)(C)C,C=CCOCC(OCCO)(COCCCCOCCOCCOCCOC)COCC=C,0.35855263157894735,1.3870967741935485
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC,C=C(C)C(=C)OCCCOC(=O)COC(=C)C,C=C(C)C(=O)OCC,0.4473684210526316,1.0909090909090908
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=CC(=O)OC(C)(C)C,C=CCOC(CC)(CO)CO,C=CC(=O)COC(C)(C)C,C=CCOC(CC)(CO)OCCO,0.4878472222222222,1.1578947368421053
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)CCOCCOCCOCCO,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)C,0.4534391534391534,1.1458333333333333
C=CC(=O)OC(C)(C)C,C=CCOC(CC)(CO)CO,C=CC(=O)COCC(C)(C)C,C=CCOC(CC)(N)COC,0.39545454545454545,1.105263157894737
C=C(C)C(=O)OCCCC,C=CCOC(CC)(CO)CO,C=C(C)C(=O)CCOCCOCCOCCO,C=CCOC(CC)(CO)OCCO,0.42276785714285714,1.45
C=C(C)C(=O)OCCCC,C=CC(=O)OCCCC,C=C(C)C(=O)CCOCCOCCOCCO,C=CC(=O)COCC,0.3345622119815668,1.3333333333333333
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)CC,0.4318181818181818,1.0666666666666667
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCCCC,C=CC(=O)OC(COC)C,C=C(C)C(=O)CCOCCO,0.33918406072106266,1.1111111111111112
C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,C=C(C)C(=O)CCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5,1.0869565217391304
C=C(C)C(=O)OCCCC,C=CCOC(CC)(CO)CO,C=C(C)C(=O)CCOCCOCCOCCO,C=CCOC(CC)(CCOCCOCCOCCO)OCCO,0.3676691729323308,1.95
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCO,0.45740365111561865,1.0465116279069768
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCO,0.45740365111561865,1.0465116279069768
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCO,0.45740365111561865,1.0465116279069768
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.45320197044334976,1.186046511627907
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OC,C=C(C)C(=O)CCOCCOCCOCCO,C=C(C)C(=O)CC,0.33896103896103896,1.4375
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCO,0.45740365111561865,1.0465116279069768
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,C=CCn1c(=O)CCCCCC(CC=C)c(=O)n(CC=C)c1=O,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)SCCC(CCOC(=O)CCS)c1=O,0.3796008869179601,1.150943396226415
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,CC=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCO,0.45740365111561865,1.0465116279069768
