input_smiles,temperature,generated_smiles,morgan_similarity,maccs_similarity,topo_similarity
Fc1cccc(c1)C(Cc2ccccc2Cl)N3CCNCC3,0.2,Fc1cccc(c1)C(c2ccncc2Cl)c2ccccc2,0.3333333333333333,0.4,0.20909090909090908
Fc1cccc(c1)C(Cc2ccccc2Cl)N3CCNCC3,0.8,Fc1cccc(c1)C(Cc2ccccn2)c3ccccc3,0.32727272727272727,0.4,0.27202072538860106
CC1CC(=O)c2ccc(cc2N1S(=O)(=O)c3ccc4ccccc4c3)N5CCN(C)CC5,1.0,CC1CC(=O)c2ccc(cc2CCOC(=O)c3ccc(cc3)C(F)(F)F)cc1,0.17045454545454544,0.31645569620253167,0.3063623789764869
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@@H]2CCNC2,1.0,CC(C)C(=O)N(Cc1ccccc1C(Cc1ccccc1)Oc2cccs2)N,0.22972972972972974,0.45454545454545453,0.28044280442804426
CC(=O)Nc1ccc(OC(C)=O)cc1,0.8,CC(=O)Nc1ccc(C(F)(F)F)s1,0.3076923076923077,0.3684210526315789,0.15930902111324377
Cc1ccc(cc1)S(=O)(=O)OCCOc2ccc3C=CC(=O)Oc3c2,0.6,Cc1ccc(cc1)S(=O)(=O)N2C[C@H](O)C2,0.2545454545454545,0.4647887323943662,0.24116930572472595
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,0.8,Clc1cc(-Cl)c(Cl)c(Oc2ccccc2)c(Cl)c(Cl)c1Cl,0.11764705882352941,0.36363636363636365,0.08967391304347826
CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,0.8,CCN(CC)COC(=O)c1cncc(C)n1,0.25925925925925924,0.4444444444444444,0.13145539906103287
COc1ccc(c(C)c1)c2cn(nn2)c3ccc4C(=O)NS(=O)(=O)c4c3,0.6,COc1ccc(c(C)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)c4ccccc4,0.275,0.45348837209302323,0.41419354838709677
CCCCON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,1.0,CCCO\C=C(Nc1cccc(OC)c(SCCc2cccc(C)c2)cc1)C(=O)NCC,0.18556701030927836,0.4473684210526316,0.30568011958146485
CCCCCCCCNCCO,0.2,CCCCCCCC,0.42105263157894735,0.3225806451612903,0.23333333333333334
CCCCCCCCNCCO,0.4,CCCCCCCCBr,0.3333333333333333,0.34375,0.2054794520547945
CCCCCCCCNCCO,0.6,CCCCCCCCCCCCCCCC,0.42105263157894735,0.3225806451612903,0.23333333333333334
CCCCCCCCNCCO,0.8,CCCCCCCCBr,0.3333333333333333,0.34375,0.2054794520547945
CCCCCCCCNCCO,1.0,CCCCCCCCSCC,0.2962962962962963,0.40625,0.14893617021276595
CCCCCCCCNCCO,1.2,CCCCCCCCBr,0.3333333333333333,0.34375,0.2054794520547945
CNC(=O)[C@@H](NC(=O)[C@@H]([C@H](CO)C(=O)NO)c1ccc(OC)cc1)C(C)(C)C,0.4,CNC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)NCc1ccc(cc1)C#N)C(F)(F)F,0.25675675675675674,0.453125,0.33819241982507287
CNC(=O)[C@@H](NC(=O)[C@@H]([C@H](CO)C(=O)NO)c1ccc(OC)cc1)C(C)(C)C,0.8,CNC(=O)[C@@H](CC(=O)NCCC1C[C@H](CC(C)C)C[C@H](Cc2ccc(F)cc2)C1)C(=O)C,0.16666666666666666,0.4411764705882353,0.3058103975535168
CNC(=O)[C@@H](NC(=O)[C@@H]([C@H](CO)C(=O)NO)c1ccc(OC)cc1)C(C)(C)C,1.0,CNC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccccc2)NC(C)C)NC(=O)c1ccc(CC)cc1C,0.15789473684210525,0.40789473684210525,0.41627172195892576
CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,0.4,CC#CC#Cc1cc(Cl)c(C=O)c(C)c1Cl,0.22413793103448276,0.35714285714285715,0.18042813455657492
CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,0.6,CC#CC#Cc1cc(C)n(C)c1CSc1ccc(C)cc1Cl,0.20588235294117646,0.36363636363636365,0.17695473251028807
CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,0.8,CC#CC#Cc1ccc(C)cc1C(CNCC)(OC)C(Cl)Cl,0.2537313432835821,0.3333333333333333,0.18541033434650456
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0.2,CC1(C(=O)O)c2cc(Cl)c(Cl)cc21,0.2222222222222222,0.37777777777777777,0.19976218787158145
CCCCCN,0.6,CCCCC=S,0.3,0.3181818181818182,0.2857142857142857
CCCCCN,1.2,CCCCC=CCCCCBr,0.25,0.375,0.17647058823529413
On1nnc2ccccc21,0.6,O=Cc1ccccc1,0.16666666666666666,0.10256410256410256,0.06920415224913495
On1nnc2ccccc21,0.8,OI,0.043478260869565216,0.12195121951219512,0.0
On1nnc2ccccc21,1.0,O,0.0,0.05263157894736842,0.0
On1nnc2ccccc21,1.2,OBr,0.043478260869565216,0.12195121951219512,0.0
O=C(c1ccc2n1CCC2C(=O)O)C1CCC1,1.2,O=C(Cc1ccccc1)Cn2nn(=O)[nH]2,0.14035087719298245,0.3225806451612903,0.13702623906705538
CCCCCCN(CCCCCC)C(=O)COC(=O)c1ccccc1,1.0,CCCCC1(CCC)C(=O)OCC(=O)c2ccccc21,0.2,0.4807692307692308,0.20588235294117646
CCNc1nc(SC)nc(C(Cl)(Cl)Cl)n1,0.4,CCNc1nc(NCC#CCN)cc(Cl)cn1C,0.1724137931034483,0.4482758620689655,0.129366106080207
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,0.2,C=CC=CC=C(C)C(NC(=O)C(C)CC(C)C)C(=O)OCC(C)=O,0.175,0.4166666666666667,0.27115384615384613
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,0.8,C=CC=CC=C(C)C=CC(C)(C)CC(C)(COC(=O)C(N(C)C)OC)C(C)C,0.1744186046511628,0.42857142857142855,0.27838427947598254
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,1.0,C=CCC=C(C)C1C(C)=CC(=O)N(C(C)C)C(C)=CC1C(=O)OC2CC(C)O2,0.2222222222222222,0.49056603773584906,0.37719298245614036
CN1CC(=O)NC1=N,1.2,CCc1cc(=O)oc2nc2c1,0.09523809523809523,0.3114754098360656,0.0634648370497427
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,0.6,CCOC(=O)C(CC(C)=O)C(=O)OCC(=O)O,0.21818181818181817,0.42,0.12516129032258064
Oc1cccc(c1)C2=CC(=O)c3ccc(O)cc3O2,1.2,Oc1ccc(C2CC[C@H](C2)OCC(=O)O)nc1,0.12903225806451613,0.42857142857142855,0.19238683127572018
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1)\C=C\S(=O)(=O)C,1.2,CC(C)C[C@H](NC(=O)[C@H](CNC(=N)N)NC(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)NO)NCc2ccccc2,0.3076923076923077,0.43209876543209874,0.4082901554404145
Nc1ccccc1NC(=O)c2cccnc2,1.2,Nc1ccccc1NC(=O)NCCOc1ccc(c2ccccc2)cc1,0.33962264150943394,0.4,0.2598187311178248
CN(C)CCCNS(=O)(=O)c1ccc(C)cc1,0.8,CN(C)CCNC(=O)c1ccccc1Nc2ccc(C)cc2,0.3333333333333333,0.45588235294117646,0.1476608187134503
Cc1cc2ccccc2o1,0.6,OCc1ccccc1,0.1724137931034483,0.21052631578947367,0.11235955056179775
Cc1cc2ccccc2o1,0.8,OCc1ccccn1,0.14705882352941177,0.19230769230769232,0.10031347962382445
CC(NCC(O)CON=C(C1CC1)C1CC1)c1ccccc1,0.4,CC(CO)COC(O)(C(=O)c1ccccc1)c1cnccn1,0.2028985507246377,0.40350877192982454,0.1836734693877551
CC(NCC(O)CON=C(C1CC1)C1CC1)c1ccccc1,0.8,CC(CO)N1CCC(COC)(C(=O)N2CCCCC2)CC1,0.1,0.3787878787878788,0.1676470588235294
OC(=O)c1ccc(cc1)c2cc(Cl)c3NC(=O)NC4(CCCCC4)c3c2,0.4,OC(=O)c1ccc(cc1)c2ccc(Cl)c(NS(=O)(=O)c3ccc4ccccc4c3)c2,0.2835820895522388,0.40540540540540543,0.36330140014738393
OC(=O)c1ccc(cc1)c2cc(Cl)c3NC(=O)NC4(CCCCC4)c3c2,0.8,OC(=O)c1ccc(Nc2ccc(Cl)cc2)c(-c3cnccncc3)c1,0.20833333333333334,0.45901639344262296,0.3540197461212976
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,1.0,Fc1ccc(CN2CC(C(=O)c3cccs3)CC2)cc1,0.19444444444444445,0.43103448275862066,0.26428027418126426
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.8,OCCCn1c(=O)cc(C)n1C,0.16363636363636364,0.45454545454545453,0.14009111617312073
N#CCCc1ccc(OCc2cc(c3ccccc3)c4ncccc4c2)cc1,0.2,N#CCCc1ccc(OCc2oc3cc(F)cc32)cc1,0.3870967741935484,0.4444444444444444,0.2998084291187739
S=C1Sc2ccccc2N1CCCCN3CCN(CC3)C4CCCCC4,0.8,S=C1CCC1c1cnccc1Nc1cccc(-c2ccccc2Cl)c1,0.13580246913580246,0.42592592592592593,0.23603002502085071
COC(=O)c1c(C)cccc1C,1.2,COC(=O)c1cncc(C)n1,0.35294117647058826,0.46153846153846156,0.13215859030837004
OCC1CO1,0.6,ClC#N,0.05555555555555555,0.0,0.0
OCC1CO1,0.8,CCCC1CCO1,0.25,0.36666666666666664,0.21621621621621623
OCC1CO1,1.2,ClC1CC1C,0.09523809523809523,0.06896551724137931,0.1111111111111111
CCCC(=O)O[C@H](CN1CCN(CCCN(c2ccc(F)cc2)c3ccc(F)cc3)CC1)Cc4ccccc4,0.6,CCCC(=O)O[C@H](Cc1ccc(OC)cc1)c2cc(cc(n2)c3occc3)C4CC4,0.25274725274725274,0.45,0.3059360730593607
CNC(=O)[C@@H](NC(=O)[C@H](CCCCOCc1ccccc1)CC(=O)NO)C(C)(C)C,0.2,CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(OC)cc2)C(=O)O,0.28378378378378377,0.49206349206349204,0.31092436974789917
C=CC(=O)NCCN1CCOCC1,0.4,C=CC(=O)OCCOc1cccnc1,0.16666666666666666,0.38461538461538464,0.10029498525073746
C=CC(=O)NCCN1CCOCC1,0.6,C=CC(=O)OCCOc1cccnc1,0.16666666666666666,0.38461538461538464,0.10029498525073746
C=CC(=O)NCCN1CCOCC1,0.8,C=CC(=O)OCCOc1ccccc1Cl,0.1509433962264151,0.2631578947368421,0.09523809523809523
C=CC(=O)NCCN1CCOCC1,1.0,C=CCNC(=O)OCc1ccccc1OC,0.16071428571428573,0.3559322033898305,0.1
COc1cc(OC)nc(Sc2cccc(Oc3ccccc3)c2C(=O)O)n1,0.8,COc1cc(OC)c2nc(NCc3ccc(cc3)S(=O)(=O)N)nc12,0.11842105263157894,0.3614457831325301,0.3169705469845722
C1=Cc2ccccc2C1,1.0,C1=Cc2ccccc2N1,0.20689655172413793,0.375,0.07395498392282958
O=C(O)C1c2ccccc2Sc2ccccc21,0.6,O=C(O)Cc1ccccc1-n1ccnc1,0.1956521739130435,0.2857142857142857,0.2512315270935961
CC1=CC(=O)CC(C)(C)C1 ,1.2,CC1=CC(=CC(Br)C=CC1)Br,0.18421052631578946,0.24,0.12074303405572756
NC(N)=NN=Cc1ccccc1,0.4,NC(N)=S#N,0.10714285714285714,0.4642857142857143,0.037037037037037035
NC(N)=NN=Cc1ccccc1,0.6,COC(N)=SS(N)(=O)c1ccccc1,0.21951219512195122,0.2641509433962264,0.08478260869565217
NC(N)=NN=Cc1ccccc1,1.0,NC(N)=S#N,0.10714285714285714,0.4642857142857143,0.037037037037037035
CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,0.6,CCC(CC)C(=O)N1CCCC1S(=O)=O,0.18867924528301888,0.4857142857142857,0.17670682730923695
CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,1.0,CCC(CC)C(=O)OCCCCPS(=O)O,0.18867924528301888,0.352112676056338,0.08780487804878048
CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)CC,0.6,CCC(=C)c1ccc(O)c(-n2nc(nn2)C(F)F)n1,0.140625,0.2898550724637681,0.16556291390728478
O=C1c2ccccc2C(=O)N1SC1CCCCC1,1.2,O=C1c2ccccc2C(=O)C1c1ccccc1CCOc1ccccc1,0.2,0.35294117647058826,0.22722620266120777
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,0.8,NC(=S)NNC(=S)Nc1ccc(Cl)cc1Cl,0.1702127659574468,0.3888888888888889,0.1488970588235294
OC(CF)CF,0.2,OC(C)(C)Br,0.058823529411764705,0.29411764705882354,0.2777777777777778
OC(CF)CF,0.4,OC(C)(C)C,0.06666666666666667,0.23529411764705882,0.35714285714285715
OC(CF)CF,0.6,OC(C)(C)F,0.125,0.375,0.4375
OC(CF)CF,0.8,OC(C)(C)c1ccccc1,0.04,0.21052631578947367,0.08163265306122448
OC(CF)CF,1.0,OC(C)(C)O,0.06666666666666667,0.21052631578947367,0.3333333333333333
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1.0,CCCCC(=O)OC(=O)NCc1ccc(OS(=O)(=O)N)cc1,0.30158730158730157,0.45121951219512196,0.26611418047882135
CCS(=O)c1sc(C(C)=O)c(Cl)c1C#N,1.0,CCS(=O)COc1ccc(C(C)(C)C)c(Cl)c1,0.1724137931034483,0.49056603773584906,0.18820224719101122
COc1cc(OC)cc(\C=C\c2ccc(OCCCCCCN3CCCCC3)cc2)c1,1.2,COc1cc(Br)cc(\COc2ccccc2C=C\c3cccc(F)c3F)c1,0.2112676056338028,0.40425531914893614,0.3117241379310345
C[C@H](N)CN1CCc2cc(F)c(cc12)C(F)(F)F,1.0,C[C@H](N)c1cn(Nc2ccc(F)cc2F)c(C)c1F,0.1935483870967742,0.4444444444444444,0.29832303618711387
CNC(C)Cc1ccc2OCOc2c1,0.2,CNC(C)C1CCC1,0.175,0.23076923076923078,0.060240963855421686
CNC(C)Cc1ccc2OCOc2c1,0.4,CNC(C)CN1CCCCC1,0.24390243902439024,0.32,0.05829596412556054
CNC(C)Cc1ccc2OCOc2c1,0.6,CNC(C)C1CCC1,0.175,0.23076923076923078,0.060240963855421686
CNC(C)Cc1ccc2OCOc2c1,1.0,CNC(C)C1CCCCN1,0.15217391304347827,0.2916666666666667,0.0861344537815126
CN(C)CCN(C)CCN(C)CCN(C)C,0.8,CN(C)c1nc(C(C)C)nc(C(C)C)n1,0.12,0.3,0.030508474576271188
CC1=C(C)C(=O)C(C)=C(C)C1=O,0.2,CC1=C(C)C(=O)C(C(C)C)=C(N)C1,0.2692307692307692,0.4666666666666667,0.4097560975609756
NCCC(N1CCC(=C(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(F)cc4,1.2,NCCC(NCCS(OCC)(=O)c1ccc(Cl)cc1)C(=O)NO,0.18518518518518517,0.4069767441860465,0.30364372469635625
CCOc1cccc2nc(N)nc(N)c12,0.6,NNc1nc(N)nc(N)n1,0.1794871794871795,0.4782608695652174,0.08787878787878788
Clc1ccc(cc1Cl)[C@@]23CCNC[C@@H]2C3,0.4,Clc1ccc(cc1Cl)[C@@H]2CC[C@@H]2,0.27906976744186046,0.3333333333333333,0.47128712871287126
Nc1ncc(Cc2cc(Cl)c(Cl)cc2Cl)c(N)n1,1.2,Oc1c(Cc2c(Cl)cc(Cl)cc2Cl)c(N)n1,0.2391304347826087,0.49019607843137253,0.2331360946745562
NC(CC(=O)O)c1ccccc1,1.2,NC(NC(=O)c1ccccc1)Oc1ccccc1,0.3157894736842105,0.3783783783783784,0.18818380743982493
O=C(O)c1ccccc1NCCO,0.4,O=C(O)c1ccccc1c1ccccc1,0.4375,0.2972972972972973,0.24053030303030304
O=C(O)c1ccccc1NCCO,0.6,O=C(O)c1ccccc1I,0.40625,0.2894736842105263,0.28888888888888886
O=C(O)c1ccccc1NCCO,0.8,O=C(O)c1ccccc1S,0.40625,0.34210526315789475,0.29095354523227385
O=C(O)c1ccccc1NCCO,1.0,O=C(O)c1ccco1,0.25,0.225,0.1380952380952381
OCc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,1.0,Oc1cccc(C(O)(Cn2cc(-c3ccccc3)cn2)n1)c1ccco1,0.11392405063291139,0.49206349206349204,0.27951967978652437
CNCc1ccccc1Oc2ccc(Cl)cc2Cl,0.6,ClC(Cl)Cl,0.027777777777777776,0.0967741935483871,0.0
CNCc1ccccc1Oc2ccc(Cl)cc2Cl,1.0,CNCc1cccc(Cl)n1,0.29545454545454547,0.47368421052631576,0.14705882352941177
CC[C@@]12CCN(CCc3ccccc3)C[C@@H]1Oc4ccc(O)cc24,0.2,CC[C@@]1(O)C[C@@H]1Nc2c(cnn3cccc23)C(=O)O,0.1875,0.4857142857142857,0.31649122807017543
C(Cc1ccccc1)Nc2ccnc(n2)N3CCCC3,0.6,C(COc1ccccc1)c2cn(nn2)c3cccs3,0.1935483870967742,0.45,0.16333333333333333
O[C@@H]1[C@H]2CCC[C@@]1(CCN2CCc3ccccc3)c4cccc(O)c4,0.4,O[C@@H]1[C@H]2CCC[C@]12c3ccc(Br)cc3O,0.2222222222222222,0.48,0.44379276637341153
C1CCC(=NNc2nc(cs2)c3ccccc3)C1,0.6,CCCOC(=CCC1c2nc(cs2)c3ccccc3)CC1,0.31666666666666665,0.37037037037037035,0.3657142857142857
CN(CCCl)CCCl,0.8,CN(Cc1ccccc1)c1cccnc1,0.1111111111111111,0.34285714285714286,0.020833333333333332
Fc1ccc(C(=O)C2CCN(CCCOc3ccc(cc3)c4oc5ccccc5n4)CC2)c(F)c1,0.4,Fc1ccc(C(=O)C2CCN(CC2)c3ccc(cc3)S(=O)(=O)N4CCN(CC4)c5ccccc5)cc1,0.2441860465116279,0.4625,0.3954434499593165
C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.2,C=CCC1(N)NC(=O)NC1(C(C)O)CC(=O)n1ccnc1,0.1348314606741573,0.44871794871794873,0.26324642556770395
CCCC\C=C/C1(CCC1)c2cc(O)c3[C@@H]4CC(=O)CC[C@H]4C(C)(C)Oc3c2,0.6,CCCC\C=C/c1cc(O)n(c1)S(=O)(=O)N[C@@H]2CC[C@H](C2)N3CCC(CC3)c4ccccc4OCC=C(C)C,0.18018018018018017,0.34375,0.4152128401953943
CC(C)(C)C(=O)OCn1nnc(n1)c2cccc(O)c2C(=O)c3c(O)cc(cc3O)C(=O)O[C@@H]4CCC[C@H]4NC(=O)c5ccc(O)cc5,0.4,CC(C)(C)C(=O)OCc1ccc(cc1)S(=O)(=O)c2c(F)cc(F)cc2C(F)(F)C(F)(F)F,0.1782178217821782,0.31868131868131866,0.41311266709102484
CNC(c1cccc(O)c1)C(C)(C)C(=O)NCC2CC2,0.2,CNC(Cc1ccc(O)c(C)c1)C(=O)OCC#C,0.208955223880597,0.4528301886792453,0.2558139534883721
CNC(c1cccc(O)c1)C(C)(C)C(=O)NCC2CC2,0.4,CNC(Cc1ccc(O)cc1C)C(O)CCCCC#C,0.2028985507246377,0.4807692307692308,0.28061224489795916
CCc1ccncc1,0.6,CCc1ccsc1,0.36,0.4,0.21481481481481482
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,1.0,Clc1ccc(Cl)c(Cl)c1c(c1CN(Cl)Cl)c(Cl)c1,0.2564102564102564,0.35714285714285715,0.16648291069459759
O=C(c1ccc(Cl)cc1Cl)c1ccc2n1CCC2C(=O)O,1.0,O=C(c1ccc(Cl)cc1C)c1cc(O)c1O,0.2727272727272727,0.3076923076923077,0.3029411764705882
COCC(C)OC,1.0,OCC(C)SC,0.16666666666666666,0.47619047619047616,0.18518518518518517
O=CNc1ccccc1,0.2,O=CCc1ccccc1,0.375,0.3333333333333333,0.14965986394557823
O=CNc1ccccc1,0.8,O=NCCc1ccccc1,0.2413793103448276,0.23076923076923078,0.13414634146341464
O=CNc1ccccc1,1.2,ONCCOc1ccccc1OOC,0.15384615384615385,0.13725490196078433,0.0761904761904762
Nc1nc(Nc2ccccc2)nn1C(=O)c3c(F)cccc3F,0.6,Nc1nc(Oc2ccccc2)nc3cc(C(=O)O)c13,0.21666666666666667,0.4090909090909091,0.2768115942028985
CS(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1,1.2,CS(=O)OCCNCC(Cc2ccc(F)c(F)c2C(=O)O)c1ccccc1,0.14102564102564102,0.4691358024691358,0.23725981620718462
CCC(Sc1nc(Cl)cc(Nc2nc(cs2)c3ccc(Cl)cc3)n1)C(=O)O,1.0,CCC(COCc1nc(Cl)cc(N2CCOCC2)n1)c3ccc(Cl)c(c3)C(=O)O,0.20652173913043478,0.4852941176470588,0.35843373493975905
C=CC=O,1.0,C=CC#N,0.21428571428571427,0.3333333333333333,0.3333333333333333
NC1CCc2ccccc2C1O,0.6,NC1CC1,0.18518518518518517,0.36666666666666664,0.034482758620689655
NC1CCc2ccccc2C1O,0.8,Oc1ccc2ccccc2c1,0.16666666666666666,0.3870967741935484,0.06666666666666667
CCOc1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.6,CNCCc1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.475,0.4444444444444444,0.4766619519094767
CC1(C)CC(=O)C=C(N2CCCCC2)C1,0.4,CC1(C)CC(=O)C=CC(C)N1,0.23809523809523808,0.4666666666666667,0.26434426229508196
CC1(C)CC(=O)C=C(N2CCCCC2)C1,0.8,CC1(C)CC(=O)C=CCC(C)N1,0.23255813953488372,0.4888888888888889,0.26526315789473687
O=C(c1ccccc1)c1ccccn1,0.8,O=C(c1ccccc1)c1ccccc1Cl,0.40625,0.38095238095238093,0.3165938864628821
C\C\1=C/CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,0.2,C[C@@]1(O)[C@@H](C)C[C@@H](O)C(=O)[C@@H]1CC(=O)C,0.125,0.4375,0.2617534942820839
C\C\1=C/CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,0.8,C[C@H](CC#C)CC[C@@H](O)CC[C@@H]1CC(=O)N[C@@H](Cc2ccccc2)C(=O)O[C@@H](C)C(=O)CC[C@H]1OC,0.13402061855670103,0.41935483870967744,0.3261480787253983
COc1ccccc1C2(O)CCN(CC2)C(c3ccccc3)c4ccccc4,0.4,COc1ccccc1-c1cccn2nc(Nc3cccc(C)c3)nc12,0.19117647058823528,0.38461538461538464,0.27748294162244125
Cc1cccc(c1)C(c2ccncc2)c3cc4CCN5C(=O)CCc(c3)c45,0.4,Cc1cccc(c1)C(Oc2cccc(c2)C(=O)NC3CCCCC3)CC(=O)NC4CCCCC4,0.21794871794871795,0.41818181818181815,0.3205456095481671
CCCc1ccc(cc1)C2(O)CCN(CC2)C(c3ccccc3)c4ccccc4,0.6,CCCc1ccc(Oc2ccc(Br)cc2C(CO)C)cc1OC,0.15492957746478872,0.3103448275862069,0.22687224669603523
Clc1ccc(Br)cc1NC1=NCCN1,0.8,Clc1ccc(Br)cc1N,0.3333333333333333,0.3902439024390244,0.3672055427251732
Clc1ccc(Br)cc1NC1=NCCN1,1.0,Clc1ccc(Br)cc1Br,0.35135135135135137,0.25,0.17796610169491525
Clc1ccc(Br)cc1NC1=NCCN1,1.2,Clc1ccc(Br)cc1Br,0.35135135135135137,0.25,0.17796610169491525
CC(C)CBr,0.2,CC(C)C=O,0.2,0.3,0.2727272727272727
CC(C)CBr,0.4,CC(C)C=O,0.2,0.3,0.2727272727272727
CC(C)CBr,1.0,CC(C)C=O,0.2,0.3,0.2727272727272727
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.0,CCOC(=O)CN(Cc1cccc(c1)C(C)(C)C(=O)NC2CC2)C(C)(C)C,0.22988505747126436,0.49333333333333335,0.25043327556325823
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.2,CCOC(=O)CCCCC(SN(C)C)=Sc1cc(C#N)c(C(C)C)cc1,0.25287356321839083,0.47368421052631576,0.26548672566371684
CN(c1ccc(C)cc1)c2cnc3nc(N)nc(N)c3c2,1.0,CNc1ccc(Br)c(OCC2=NCCN2)C(F)c1,0.08108108108108109,0.2318840579710145,0.23043478260869565
