true_monomer1,true_monomer2,pred_monomer1,pred_monomer2,tanimoto_avg,complexity_ratio
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)COCCCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5739942528735632,1.0454545454545454
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CC(COCCC)C,0.45495495495495497,1.042857142857143
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOCOCCC(=O)C(=C)C,0.47054597701149425,1.3076923076923077
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCC,C=C(C)C(=C)OCCOOCC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCO,0.37936507936507935,1.28
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,0.5595238095238095,1.2790697674418605
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.5687830687830688,1.0857142857142856
C=C(C)C(=O)OC,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCO,CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.5505952380952381,1.0333333333333334
C=C(C)C(=O)OC,C=CC(=O)OCCCC,C=C(C)C(=O)OCCO,C=CC(=O)CCOCCOCCOCCO,0.37202380952380953,1.6
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C),0.5226890756302521,1.0689655172413792
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)O,C=C(C)C(=O)CCOCCOCCOCCOCOCCC(=O)C(=C)C,0.4013793103448276,1.0689655172413792
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)COC,C=C(C)C(=O)CCOCCOCCOCCOCOCCC(=O)C(=C)C,0.4587706146926537,1.2692307692307692
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)CC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5664335664335665,1.5384615384615385
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC,C=C(C)C(=O)COCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)N,0.5553539019963702,1.0975609756097562
C=CCOC(CC)(CO)CO,OCCOCCO,C=CCOC(CC)(OCCO)CO,CCOCCOCCOCCO,0.578125,1.411764705882353
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.4369747899159664,1.0857142857142856
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.47619047619047616,1.302325581395349
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCC,C=C(C)C(=O)COCCCCOCCOCCOCCOC(=O)C(=C)C,0.5948275862068966,1.2692307692307692
C=CCOC(CC)(CO)CO,C=CC(=O)OCCCC,C=CCOC(CC)(CO)OCCO,C=CC(=O)CCOCCOCCOCCO,0.40848214285714285,1.4736842105263157
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CC(CCCOCCOCCOCCOC)C,0.4430894308943089,1.1714285714285715
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)COCCCCOCCOCCOCCOC(=O)C(=C)C,0.5739942528735632,1.3076923076923077
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,0.5595238095238095,1.0857142857142856
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.47619047619047616,1.1
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)CC,0.4318181818181818,1.0666666666666667
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.47619047619047616,1.302325581395349
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)O,0.5833333333333333,1.03125
C=C(C)C(=O)OC,C=CC(=O)OCCCC,C=C(C)C(=O)OCCO,C=CC(=O)CCOCCOCCOCCO,0.37202380952380953,1.6
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)COCC,0.5940860215053764,1.0930232558139534
C=CCOC(CC)(CO)CO,CC(C)(CO)CO,C=CCOC(CC)(COCC)CO,CCC(C)(N)COCC,0.4454022988505747,1.2352941176470589
C=C(C)C(=O)OC,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCO,CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.5505952380952381,1.0333333333333334
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)O,0.5614035087719298,1.178082191780822
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)O,0.4607843137254902,1.1354166666666667
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)O,0.41666666666666663,1.3658536585365855
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOOCCC(=O)C(=C)C,0.4625,1.2692307692307692
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCC,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCO,0.5857142857142856,1.28
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.5454545454545454,1.1296296296296295
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,CCC(=O)CCOCCOCCOCCO,0.4444444444444444,1.1
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.5198135198135199,1.125
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)OCC(CC)C,0.510752688172043,1.0142857142857142
C=CCOC(CC)(CO)CO,CC(C)(CO)CO,C=CCOC(CC)(COCC)CO,CCC(C)(COCC)COCC,0.45297805642633227,1.411764705882353
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.5687830687830688,1.0857142857142856
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.5198135198135199,1.125
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.47619047619047616,1.302325581395349
C=CC(=O)OC(C)(C)C,C=CC(=O)OCCCC,C=CC(=O)OCC(C)(C)C,C=CC(=O)CCOCCOCCOCCO,0.39285714285714285,1.4705882352941178
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCC,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCO,0.5857142857142856,1.28
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.46212121212121215,1.1168831168831168
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.5454545454545454,1.1296296296296295
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)COCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.5308277027027027,1.1458333333333333
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)CC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5664335664335665,1.5384615384615385
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)O,0.3958333333333333,1.3902439024390243
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)O,C=C(C)C(=O)CCOCCOCCOCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5048275862068966,1.0357142857142858
C=CC(=O)OC(C)(C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CC(=O)OCC(C)(C)C,CCCC(=O)OCC(OCC)(COC(=O)CCS)COC(=O)CCS,0.5735294117647058,1.0625
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.5098039215686274,1.1917808219178083
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=CC(=O)OCCCC,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,0.5714285714285714,1.2916666666666667
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,C=CC(=O)CCOCCOCCOCCO,0.4369747899159664,1.2790697674418605
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.5687830687830688,1.2790697674418605
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)CC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5664335664335665,1.3076923076923077
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.46212121212121215,1.2830188679245282
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCC,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)O,0.4722222222222222,1.28125
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)COc2ccccc2COC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.5335515548281506,1.2547169811320755
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCO,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(=C)C,0.4412878787878788,1.1886792452830188
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OC,C=CC(=O)OCC(C)(C)C,C=C(C)C(=O)OCC,0.5,1.1333333333333333
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.48416289592760187,1.1458333333333333
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCC,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCO,0.5857142857142856,1.28
C=CC(=O)OC(C)(C)C,C=CC(=O)OCCCC,C=CC(=O)OCC(C)(C)C,CC=CC(=O)OCCO,0.421875,1.0588235294117647
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.48416289592760187,1.1458333333333333
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=C(C)C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)O,0.5952380952380952,1.16
C=CC(=O)OC(C)(C)C,C=CCOCC(CO)(COCC=C)COCC=C,C=CC(=O)OCC(C)(C)C,C=CCOCC(COCC)(COCC=C)COCC=C,0.5384615384615384,1.1153846153846154
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=CC(=O)OCCCC,C=C(C)C(=C)OCCOCOC(=O)C(=C)C,C=CC(=O)CCOCCOCCOCCO,0.5714285714285714,1.2916666666666667
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC,C=C(C)C(=O)OCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)CCOCCOCCOCCO,0.5535714285714286,1.1142857142857143
C=CC(=O)OC(C)(C)C,C=CCOC(CC)(CO)CO,C=CC(=O)OCC(C)(C)C,C=CCOC(CC)(COCC)CC,0.5431034482758621,1.1578947368421053
C=C(C)C(=O)OCCCC,C=CC(=O)OCCCC,C=C(C)C(=O)CCOC,C=CC(=O)CCOCCOCCOCCO,0.32027649769585254,1.3333333333333333
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)OCCO,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOCC(=O)C(C)=O,0.48416289592760187,1.1458333333333333
C=C(C)C(=O)OCCCC,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=C(C)C(=O)CCOC,CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,0.5235732009925558,1.1458333333333333
Nc2ccc(Oc1ccc(N)cc1)cc2,Nc2ccc(SSc1ccc(N)cc1)cc2,Nc2ccc(Oc1ccc(N)O1)cc2,Nc2ccc(SOCCOc1ccc(N)cc1)cc2,0.4604885057471264,1.0555555555555556
C=CCOC(CC)(CO)CO,CC(C)(CO)CO,C=CCOC(CC)(COCC)CO,CC(C)(COCC)CO,0.5989110707803993,1.2352941176470589
